split,accuracy,f1,precision,recall,roc_auc
Train,0.8897709450694136,0.8826306566333367,0.8750357683031517,0.8903585392230263,0.9561743500525353
Val,0.8315953307392996,0.8219809147745969,0.8047680412371134,0.839946200403497,0.9115394853533092
Test,0.8239316239316239,0.8152616990053807,0.7939028262940616,0.8378016085790885,0.9052245609346632
