notebook,split,accuracy,f1,precision,recall
NB02,Train,0.6935543206769028,0.6882669240314353,0.6536720416027536,0.7267282256051909
NB02,Val,0.6378210116731517,0.6238887990948764,0.6006847183317772,0.6489576328177539
NB02,Test,0.6452214452214452,0.6241975308641975,0.6133937237140085,0.6353887399463807
NB03,Train,0.8897709450694136,0.8826306566333367,0.8750357683031517,0.8903585392230263
NB03,Val,0.8315953307392996,0.8219809147745969,0.8047680412371134,0.839946200403497
NB03,Test,0.8239316239316239,0.8152616990053807,0.7939028262940616,0.8378016085790885
NB07,Train,0.8807675179584487,0.8729575837596963,0.8660253786328285,0.8800016637550953
NB07,Val,0.8329961089494163,0.820478500920194,0.8165168165168165,0.8244788164088769
NB07,Test,0.8324786324786325,0.8211678832116789,0.8130749014454665,0.8294235924932976
