Model,Training Data,HaluEval F1,HaluEval Precision,HaluEval Recall,TruthfulQA F1,TruthfulQA Precision,TruthfulQA Recall
Single-Dataset (NB12),HaluEval only,0.8152616990053807,0.7939028262940616,0.8378016085790885,0.3766666666666666,0.750332005312085,0.2514463729417
Multi-Dataset (NB13),HaluEval + TruthfulQA,0.8149471974004874,0.7909176915799432,0.8404825737265416,0.6166666666666667,0.8131868131868132,0.4966442953020134
