split,accuracy,f1,precision,recall,roc_auc
train_minilm,0.7655623753557805,0.760285092060978,0.7254420432220039,0.7986440395973713,
val_minilm,0.7646692607003891,0.7562076749435666,0.726456009913259,0.7885003362474782,
test_minilm,0.7597513597513598,0.7527982091461465,0.7198776758409786,0.7888739946380697,
