split,accuracy,f1,precision,recall,roc_auc
train_minilm+num,0.7851569307026546,0.7795000198720242,0.7463089802130898,0.815780717078446,
val_minilm+num,0.7839688715953307,0.774528914879792,0.7492143306096795,0.8016139878950908,
test_minilm+num,0.779020979020979,0.7711618925008046,0.7417956656346749,0.8029490616621984,
